;Framleiðandi;Gerð;Undirgerð;Verð;Vél;Hö;l/100 km;KM á rafmagni;Gírskipting;Drif;Sæti;
;Peugeot;3008 crossover;GT Line 1,5 BlueHDI automatic;5.890.000;I4 1,5 l turbo dísil;130;5,2;;8 gíra sjálfskipting;FWD;5;773
;Peugeot;3008 crossover;GT Line 2,0 BlueHdi Automatic;6.790.000;I4 2,0 l turbo dísil;180;6,2;;8 gíra sjálfskipting;FWD;5;774
308 hatchback;;;;;;;;;;;;
;Peugeot;308 hatchback;Active 1,2 PureTech;3.490.000;I3 1,2 l turbo bensín;130;5,9;;6 gíra beinskipting;FWD;5;780
;Peugeot;308 hatchback;Active 1,2 PureTech automatic;3.790.000;I3 1,2 l turbo bensín;130;5,9;;8 gíra sjálfskipting;FWD;5;781
;Peugeot;308 hatchback;Active 1,5 BlueHdi;3.590.000;I4 1,5 l turbo dísil;130;4,6;;6 gíra beinskipting;FWD;5;782
;Peugeot;308 hatchback;Active 1,5 BlueHdi automatic;3.890.000;I4 1,5 l turbo dísil;130;4,9;;8 gíra sjálfskipting;FWD;5;783
;Peugeot;308 hatchback;Allure 1,2 PureTech;3.690.000;I3 1,2 l turbo bensín;130;6,0;;6 gíra beinskipting;FWD;5;784
;Peugeot;308 hatchback;Allure 1,2 PureTech automatic;4.090.000;I3 1,2 l turbo bensín;130;5,9;;8 gíra sjálfskipting;FWD;5;785
;Peugeot;308 hatchback;Allure 1,5 BlueHdi;3.790.000;I4 1,5 l turbo dísil;130;4,6;;6 gíra beinskipting;FWD;5;786
;Peugeot;308 hatchback;Allure 1,5 BlueHdi automatic;4.090.000;I4 1,5 l turbo dísil;130;4,6;;8 gíra sjálfskipting;FWD;5;787
308 SW;;;;;;;;;;;;
;Peugeot;308 SW;Active 1,2 PureTech;3.810.000;I3 1,2 l turbo bensín;130;6,2;;6 gíra beinskipting;FWD;5;788
;Peugeot;308 SW;Active 1,2 PureTech automatic;4.010.000;I3 1,2 l turbo bensín;130;5,8;;8 gíra sjálfskipting;FWD;5;789
;Peugeot;308 SW;Active 1,5 BlueHdi;3.910.000;I4 1,5 l turbo dísil;130;4,8;;6 gíra beinskipting;FWD;5;790
;Peugeot;308 SW;Active 1,5 BlueHdi automatic;4.150.000;I4 1,5 l turbo dísil;130;4,9;;8 gíra sjálfskipting;FWD;5;791
;Peugeot;308 SW;Allure 1,2 PureTech;4.050.000;I3 1,2 l turbo bensín;130;6,2;;6 gíra beinskipting;FWD;5;792
;Peugeot;308 SW;Allure 1,2 PureTech automatic;4.250.000;I3 1,2 l turbo bensín;130;5,8;;8 gíra sjálfskipting;FWD;5;793
;Peugeot;308 SW;Allure 1,5 BlueHdi;4.050.000;I4 1,5 l turbo dísil;130;4,8;;6 gíra beinskipting;FWD;5;794
;Peugeot;308 SW;Allure 1,5 BlueHdi automatic;4.350.000;I4 1,5 l turbo dísil;130;4,9;;8 gíra sjálfskipting;FWD;5;795
5008 crossover;;;;;;;;;;;;
;Peugeot;5008 crossover;Active 1,2 PureTech;5.490.000;I3 1,2 l turbo bensín;130;5,3;;6 gíra beinskipting;FWD;7;796
;Peugeot;5008 crossover;Active 1,2 PureTech automatic;5.630.000;I3 1,2 l turbo bensín;130;5,3;;8 gíra sjálfskipting;FWD;7;797
;Peugeot;5008 crossover;Active 1,5 BlueHdi;5.640.000;I4 1,5 l turbo dísil;130;4,1;;6 gíra beinskipting;FWD;7;798
;Peugeot;5008 crossover;Active 1,5 BlueHdi automatic;5.780.000;I4 1,5 l turbo dísil;130;4,0;;8 gíra sjálfskipting;FWD;7;799
;Peugeot;5008 crossover;Allure 1,2 PureTech;5.590.000;I3 1,2 l turbo bensín;130;5,4;;6 gíra beinskipting;FWD;7;800
;Peugeot;5008 crossover;Allure 1,2 PureTech automatic;5.730.000;I3 1,2 l turbo bensín;130;5,4;;8 gíra sjálfskipting;FWD;7;801
;Peugeot;5008 crossover;Allure 1,5 BlueHdi;5.790.000;I4 1,5 l turbo dísil;130;4,2;;6 gíra beinskipting;FWD;7;802
;Peugeot;5008 crossover;Allure 1,5 BlueHdi automatic;5.930.000;I4 1,5 l turbo dísil;130;4,1;;8 gíra sjálfskipting;FWD;7;803
;Peugeot;5008 crossover;GT 2,0 BlueHdi Automatic;7.290.000;I4 2,0 l turbo bensín;180;4,9;;8 gíra sjálfskipting;FWD;7;807
;Peugeot;5008 crossover;GT Line 1,5 BlueHDI automatic;6.270.000;I4 1,5 l turbo dísil;130;4,1;;8 gíra sjálfskipting;FWD;7;805
2008 crossover;;;;;;;;;;;;
;Peugeot;2008 crossover;Active 1,2 PureTech 100 hp;3.530.000;I3 1,2 l turbo bensín;100;4,6;;6 gíra beinskipting;FWD;5;746
;Peugeot;2008 crossover;Active 1,2 PureTech 130 hp;3.850.000;I3 1,2 l turbo bensín;130;4,5;;6 gíra beinskipting;FWD;5;747
;Peugeot;2008 crossover;Active 1,2 PureTech 130 hp automatic;4.190.000;I3 1,2 l turbo bensín;130;4,3;;8 gíra sjálfskipting;FWD;5;748
;Peugeot;2008 crossover;Allure 1,2 PureTech 130 hp;4.130.000;I3 1,2 l turbo bensín;130;4,5;;6 gíra beinskipting;FWD;5;749
;Peugeot;2008 crossover;Allure 1,2 PureTech 130 hp automatic;4.490.000;I3 1,2 l turbo bensín;130;4,3;;8 gíra sjálfskipting;FWD;5;750
;Peugeot;2008 crossover;Allure 1,5 BlueHdi 130 hp automatic;4.620.000;I4 1,5 l turbo dísil;130;3,8;;8 gíra sjálfskipting;FWD;5;751
;Peugeot;2008 crossover;GT 1,2 PureTech 130 hp automatic;4.390.000;I3 1,2 l turbo bensín;130;4,3;;8 gíra sjálfskipting;FWD;5;755
;Peugeot;2008 crossover;GT Line 1,2 PureTech 130 hp;4.650.000;I3 1,2 l turbo bensín;130;4,5;;6 gíra beinskipting;FWD;5;752
;Peugeot;2008 crossover;GT Line 1,2 PureTech 130 hp automatic;5.020.000;I3 1,2 l turbo bensín;130;4,3;;8 gíra sjálfskipting;FWD;5;753
;Peugeot;2008 crossover;GT Line 1,5 BlueHdi 130 hp automatic;4.870.000;I4 1,5 l turbo dísil;130;3,8;;8 gíra sjálfskipting;FWD;5;754
508 liftback;;;;;;;;;;;;
;Peugeot;508 liftback;Active 1,5 BlueHdi;4.740.000;I4 1,5 l turbo dísil;130;4,7;;6 gíra beinskipting;FWD;5;808
;Peugeot;508 liftback;Active 1,5 BlueHdi automatic;4.940.000;I4 1,5 l turbo dísil;130;4,8;;8 gíra sjálfskipting;FWD;5;809
;Peugeot;508 liftback;Allure 1,5 BlueHdi;5.030.000;I4 1,5 l turbo dísil;130;4,7;;6 gíra beinskipting;FWD;5;810
;Peugeot;508 liftback;Allure 1,5 BlueHdi automatic;5.230.000;I4 1,5 l turbo dísil;130;4,8;;8 gíra sjálfskipting;FWD;5;811
;Peugeot;508 liftback;Allure 2,0 BlueHdi automatic;5.840.000;I4 2,0 l turbo dísil;163;5,5;;8 gíra sjálfskipting;FWD;5;813
;Peugeot;508 liftback;GT 2,0 BlueHdi Automatic;6.770.000;I4 2,0 l turbo dísil;177;5,8;;8 gíra sjálfskipting;FWD;5;819
;Peugeot;508 liftback;GT Line 1,5 BlueHdi;5.230.000;I4 1,5 l turbo dísil;130;4,7;;6 gíra beinskipting;FWD;5;814
;Peugeot;508 liftback;GT Line 1,5 BlueHdi automatic;5.430.000;I4 1,5 l turbo dísil;130;4,8;;8 gíra sjálfskipting;FWD;5;815
;Peugeot;508 liftback;GT Line 2,0 BlueHdi automatic;6.270.000;I4 2,0 l turbo dísil;177;5,8;;8 gíra sjálfskipting;FWD;5;817
508 SW;;;;;;;;;;;;
;Peugeot;508 SW;Active 1,5 BlueHdi;5.050.000;I4 1,5 l turbo dísil;130;4,9;;6 gíra beinskipting;FWD;5;820
;Peugeot;508 SW;Active 1,5 BlueHdi automatic;5.250.000;I4 1,5 l turbo dísil;130;5,0;;8 gíra sjálfskipting;FWD;5;821
;Peugeot;508 SW;Allure 1,5 BlueHdi;5.350.000;I4 1,5 l turbo dísil;130;4,9;;6 gíra beinskipting;FWD;5;822
;Peugeot;508 SW;Allure 1,5 BlueHdi automatic;5.550.000;I4 1,5 l turbo dísil;130;5,0;;8 gíra sjálfskipting;FWD;5;823
;Peugeot;508 SW;Allure 2,0 BlueHdi automatic;6.150.000;I4 1,6 l bensín;180;6,9;;8 gíra sjálfskipting;FWD;5;824
;Peugeot;508 SW;GT 2,0 BlueHdi Automatic;7.060.000;I4 1,6 l bensín;180;6,0;;8 gíra sjálfskipting;FWD;5;828
;Peugeot;508 SW;GT Line 1,5 BlueHdi;5.550.000;I4 2,0 l turbo dísil;163;5,6;;8 gíra sjálfskipting;FWD;5;825
;Peugeot;508 SW;GT Line 1,5 BlueHdi automatic;5.750.000;I4 1,5 l turbo dísil;130;4,9;;6 gíra beinskipting;FWD;5;826
;Peugeot;508 SW;GT Line 2,0 BlueHdi automatic;6.550.000;I4 1,5 l turbo dísil;130;5,0;;8 gíra sjálfskipting;FWD;5;827
208 5-door;;;;;;;;;;;;
;Peugeot;208 5-door;Active 100 hp;3.290.000;I3 1,2 l turbo bensín;100;5,4;;5 gíra beinskipting;FWD;5;757
;Peugeot;208 5-door;Active 100 hp automatic;3.550.000;I3 1,2 l turbo bensín;100;5,8;;8 gíra sjálfskipting;FWD;5;758
;Peugeot;208 5-door;Active 75 hp;2.890.000;I3 1,2 l turbo bensín;75;5,4;;5 gíra beinskipting;FWD;5;756
;Peugeot;208 5-door;Allure 100 hp;3.590.000;I3 1,2 l turbo bensín;100;5,5;;5 gíra beinskipting;FWD;5;759
;Peugeot;208 5-door;Allure 100 hp automatic;3.890.000;I3 1,2 l turbo bensín;100;5,8;;8 gíra sjálfskipting;FWD;5;760
;Peugeot;208 5-door;GT Line 100 hp;3.890.000;I3 1,2 l turbo bensín;100;5,6;;5 gíra beinskipting;FWD;5;761
;Peugeot;208 5-door;GT Line 100 hp automatic;4.190.000;I3 1,2 l turbo bensín;100;5,9;;8 gíra sjálfskipting;FWD;5;762
;Peugeot;208 5-door;GT Line 130 hp automatic;4.440.000;I3 1,2 l turbo bensín;130;5,7;;8 gíra sjálfskipting;FWD;5;763
3008 PHEV crossover;;;;;;;;;;;;
;Peugeot;3008 PHEV crossover;Allure;5.990.000;I4 1,6 l turbo bensín + 13 kWh rafhlaða, rafmótor;225;2,2;50;8 gíra sjálfskipting;FWD;5;776
;Peugeot;3008 PHEV crossover;GT AWD;7.420.000;I4 1,6 l turbo bensín + 13 kWh rafhlaða, rafmótor;300;1,6;59;8 gíra sjálfskipting;AWD;5;779
;Peugeot;3008 PHEV crossover;GT Line;6.290.000;I4 1,6 l turbo bensín + 13 kWh rafhlaða, rafmótor;225;2,2;50;8 gíra sjálfskipting;FWD;5;777
;Peugeot;3008 PHEV crossover;GT Line AWD;6.930.000;I4 1,6 l turbo bensín + 13 kWh rafhlaða, rafmótor;300;1,6;59;8 gíra sjálfskipting;AWD;5;778
Taycan;;;;;;;;;;;;
;Porsche;Taycan;4S;13.900.000;79 kWh rafhlaða, 2 rafmótorar;435;;466;2 gíra sjálfskipting;AWD;4;843
Macan;;;;;;;;;;;;
;Porsche;Macan;Base;11.490.000;I4 2,0 l bensín;245;8,1;;7 gíra DCT sjálfskipting;AWD;5;841
;Porsche;Macan;S;12.990.000;I4 3,0 l turbo bensín;345;8,9;;7 gíra DCT sjálfskipting;AWD;5;842
Cayenne E-Hybrid SUV;;;;;;;;;;;;
;Porsche;Cayenne E-Hybrid SUV;E-Hybrid;12.990.000;V6 3,0 l turbo bensín + 14 kWh rafhlaða, rafmótor;462;3,4;44;8 gíra sjálfskipting;AWD;5;840
Cayenne E-Hybrid coupe;;;;;;;;;;;;
;Porsche;Cayenne E-Hybrid coupe;E-Hybrid;13.990.000;V6 3,0 l turbo bensín + 14 kWh rafhlaða, rafmótor;462;4,0;44;8 gíra sjálfskipting;AWD;5;839
Kadjar;;;;;;;;;;;;
;Renault;Kadjar;Bose 1,3 petrol automatic;5.490.000;I4 1,3 l turbo bensín;160;5,7;;7 gíra DCT sjálfskipting;FWD;5;854
;Renault;Kadjar;Bose 1,5 diesel automatic;4.550.000;I4 1,5 l turbo dísil;115;4,2;;7 gíra DCT sjálfskipting;FWD;5;851
;Renault;Kadjar;Zen 1,3 petrol;4.550.000;I4 1,3 l turbo bensín;140;5,9;;6 gíra beinskipting;FWD;5;852
Megane hatchback;;;;;;;;;;;;
;Renault;Megane hatchback;Bose edition EDC;5.150.000;I4 1,5 l turbo dísil;110;3,7;;7 gíra DCT sjálfskipting;FWD;5;860
;Renault;Megane hatchback;Zen;3.890.000;I4 1,5 l turbo dísil;110;3,7;;6 gíra beinskipting;FWD;5;858
;Renault;Megane hatchback;Zen EDC;4.190.000;I4 1,5 l turbo dísil;110;3,7;;7 gíra DCT sjálfskipting;FWD;5;859
Megane sports tourer;;;;;;;;;;;;
;Renault;Megane sports tourer;Bose edition EDC;5.350.000;I4 1,5 l turbo dísil;110;3,7;;7 gíra DCT sjálfskipting;FWD;5;863
;Renault;Megane sports tourer;Zen;4.250.000;I4 1,5 l turbo dísil;110;3,7;;6 gíra beinskipting;FWD;5;861
;Renault;Megane sports tourer;Zen EDC;4.590.000;I4 1,5 l turbo dísil;110;3,7;;7 gíra DCT sjálfskipting;FWD;5;862
Koleos;;;;;;;;;;;;
;Renault;Koleos;Initial Paris;7.990.000;I4 2,0 l turbo dísil;177;5,8;;1 gíra CVT sjálfskipting;AWD;5;857
;Renault;Koleos;Intens;7.190.000;I4 2,0 l turbo dísil;177;5,8;;1 gíra CVT sjálfskipting;AWD;5;856
Captur;;;;;;;;;;;;
;Renault;Captur;Intens;4.790.000;I4 1,2 l turbo bensín;155;6,6;;7 gíra DCT sjálfskipting;FWD;5;845
;Renault;Captur;Zen;3.890.000;I3 1,0 l turbo bensín;100;6,4;;5 gíra beinskipting;FWD;5;844
Zoe;;;;;;;;;;;;
;Renault;Zoe;Intens;4.950.000;52 kWh rafhlaða, rafmótor;136;;383;1 gíra sjálfskipting;FWD;5;873
;Renault;Zoe;Life;4.450.000;52 kWh rafhlaða, rafmótor;108;;395;1 gíra sjálfskipting;FWD;5;871
;Renault;Zoe;Zen;4.650.000;52 kWh rafhlaða, rafmótor;108;;385;1 gíra sjálfskipting;FWD;5;872
Talisman saloon;;;;;;;;;;;;
;Renault;Talisman saloon;Intens 1,6 diesel EDC;5.650.000;I4 1,6 l turbo dísil;160;4,5;;6 gíra DCT sjálfskipting;FWD;5;869
;Renault;Talisman saloon;Intens 1,6 petrol EDC;5.950.000;I4 1,6 l turbo bensín;200;5,8;;6 gíra DCT sjálfskipting;FWD;5;870
;Renault;Talisman saloon;Zen 1,5 diesel;4.290.000;I4 1,5 l turbo dísil;110;3,7;;6 gíra beinskipting;FWD;5;867
;Renault;Talisman saloon;Zen 1,5 diesel EDC;4.650.000;I4 1,5 l turbo dísil;110;3,8;;6 gíra DCT sjálfskipting;FWD;5;868
Talisman grand tour;;;;;;;;;;;;
;Renault;Talisman grand tour;Intens 1,6 diesel EDC;5.750.000;I4 1,6 l turbo dísil;160;4,5;;6 gíra DCT sjálfskipting;FWD;5;866
;Renault;Talisman grand tour;Zen 1,5 diesel;4.490.000;I4 1,5 l turbo dísil;110;3,7;;6 gíra beinskipting;FWD;5;864
;Renault;Talisman grand tour;Zen 1,5 diesel EDC;4.690.000;I4 1,5 l turbo dísil;110;3,8;;6 gíra DCT sjálfskipting;FWD;5;865
Clio hatchback;;;;;;;;;;;;
;Renault;Clio hatchback;Intens DCI;4.190.000;I4 1,5 l turbo dísil;85;4,1;;6 gíra beinskipting;FWD;5;
;Renault;Clio hatchback;Intens EDC;3.390.000;I4 1,3 l turbo bensín;130;5,7;;7 gíra DCT sjálfskipting;FWD;5;
;Renault;Clio hatchback;RS Line EDC;3.650.000;I4 1,3 l turbo bensín;130;5,7;;7 gíra DCT sjálfskipting;FWD;5;
;Renault;Clio hatchback;Zen DCI;4.090.000;I4 1,5 l turbo dísil;85;4,1;;6 gíra beinskipting;FWD;5;
;Renault;Clio hatchback;Zen TCE;2.990.000;I3 1,0 l turbo bensín;100;5,2;;5 gíra beinskipting;FWD;5;846
;Renault;Clio hatchback;Zen TCE CVT;3.350.000;I3 1,0 l turbo bensín;100;5,8;;1 gíra CVT sjálfskipting;FWD;5;847
Espace;;;;;;;;;;;;
;Renault;Espace;Zen;6.990.000;I4 2,0 l turbo dísil;200;5,4;;6 gíra DCT sjálfskipting;FWD;7;849
Fabia hatchback;;;;;;;;;;;;
;Skoda;Fabia hatchback;Active;2.190.000;I3 1,0 l bensín;75;5,9;;5 gíra beinskipting;FWD;5;874
Kamiq;;;;;;;;;;;;
;Skoda;Kamiq;Ambition;4.090.000;I3 1,0 l turbo bensín;115;6,1;;6 gíra DCT sjálfskipting;FWD;5;
;Skoda;Kamiq;Style;4.350.000;I3 1,0 l turbo bensín;115;6,1;;6 gíra DCT sjálfskipting;FWD;5;
Octavia G-Tec combi;;;;;;;;;;;;
;Skoda;Octavia G-Tec combi;Ambition;4.240.000;I4 1,5 l turbo bensín / metan;130;5,4;;7 gíra DCT sjálfskipting;FWD;5;883
;Skoda;Octavia G-Tec combi;Ambition anniversary;4.600.000;I4 1,5 l turbo bensín / metan;130;5,4;;7 gíra DCT sjálfskipting;FWD;5;
Octavia combi;;;;;;;;;;;;
;Skoda;Octavia combi;Ambition;4.680.000;I4 1,5 l turbo bensín;150;5,1;;7 gíra DCT sjálfskipting;FWD;5;882
;Skoda;Octavia combi;Ambition anniversary;5.040.000;I4 1,5 l turbo bensín;150;5,1;;7 gíra DCT sjálfskipting;FWD;5;
Superb iV limo;;;;;;;;;;;;
;Skoda;Superb iV limo;Ambition;5.590.000;I4 1,4 l turbo bensín + 13 kWh rafhlaða, rafmótor;215;1,7;55;7 gíra DCT sjálfskipting;FWD;5;892
;Skoda;Superb iV limo;L&K;6.890.000;I4 1,4 l turbo bensín + 13 kWh rafhlaða, rafmótor;215;1,7;55;7 gíra DCT sjálfskipting;FWD;5;894
;Skoda;Superb iV limo;Style;6.090.000;I4 1,4 l turbo bensín + 13 kWh rafhlaða, rafmótor;215;1,7;55;7 gíra DCT sjálfskipting;FWD;5;893
Superb iV combi;;;;;;;;;;;;
;Skoda;Superb iV combi;Ambition;5.890.000;I4 1,4 l turbo bensín + 13 kWh rafhlaða, rafmótor;215;1,5;55;7 gíra DCT sjálfskipting;FWD;5;889
;Skoda;Superb iV combi;L&K;7.090.000;I4 1,4 l turbo bensín + 13 kWh rafhlaða, rafmótor;215;1,5;55;7 gíra DCT sjálfskipting;FWD;5;891
;Skoda;Superb iV combi;Style;6.390.000;I4 1,4 l turbo bensín + 13 kWh rafhlaða, rafmótor;215;1,5;55;7 gíra DCT sjálfskipting;FWD;5;890
Superb limo;;;;;;;;;;;;
;Skoda;Superb limo;Ambition;5.790.000;I4 2,0 l turbo dísil;150;3,8;;7 gíra DCT sjálfskipting;FWD;5;895
;Skoda;Superb limo;Ambition 4x4;6.690.000;I4 2,0 l turbo dísil;190;4,9;;7 gíra DCT sjálfskipting;AWD;5;897
;Skoda;Superb limo;L&K 4x4;8.340.000;I4 2,0 l turbo dísil;190;4,9;;7 gíra DCT sjálfskipting;AWD;5;899
;Skoda;Superb limo;Style;6.290.000;I4 2,0 l turbo dísil;150;3,8;;7 gíra DCT sjálfskipting;FWD;5;896
;Skoda;Superb limo;Style 4x4;7.240.000;I4 2,0 l turbo dísil;190;4,9;;7 gíra DCT sjálfskipting;AWD;5;898
Superb combi;;;;;;;;;;;;
;Skoda;Superb combi;Ambition;6.090.000;I4 2,0 l turbo dísil;150;3,8;;7 gíra DCT sjálfskipting;FWD;5;884
;Skoda;Superb combi;Ambition 4x4;6.990.000;I4 2,0 l turbo dísil;190;4,9;;7 gíra DCT sjálfskipting;AWD;5;886
;Skoda;Superb combi;L&K 4x4;8.690.000;I4 2,0 l turbo dísil;190;4,9;;7 gíra DCT sjálfskipting;AWD;5;888
;Skoda;Superb combi;Style;6.590.000;I4 2,0 l turbo dísil;150;3,8;;7 gíra DCT sjálfskipting;FWD;5;885
;Skoda;Superb combi;Style 4x4;7.440.000;I4 2,0 l turbo dísil;190;4,9;;7 gíra DCT sjálfskipting;AWD;5;887
Karoq;;;;;;;;;;;;
;Skoda;Karoq;Ambition 1,5 TSI;5.550.000;I4 1,5 l turbo petrol;150;5,3;;7 gíra DCT sjálfskipting;FWD;5;875
;Skoda;Karoq;Ambition 2,0 TDI 4x4;6.290.000;I4 2,0 l turbo dísil;150;5,2;;7 gíra DCT sjálfskipting;AWD;5;878
;Skoda;Karoq;Style 1,5 TSI;6.890.000;I4 1,5 l turbo petrol;150;5,3;;7 gíra DCT sjálfskipting;FWD;5;876
Kodiaq;;;;;;;;;;;;
;Skoda;Kodiaq;Ambition 2,0 TDI 150 hp;7.290.000;I4 2,0 l turbo dísil;150;5,2;;7 gíra DCT sjálfskipting;AWD;5/7;879
;Skoda;Kodiaq;Style 2,0 TDI 150 hp;8.090.000;I4 2,0 l turbo dísil;150;5,2;;7 gíra DCT sjálfskipting;AWD;5/7;880
;Skoda;Kodiaq;Style 2,0 TDI 190 hp;8.690.000;I4 2,0 l turbo dísil;190;5,5;;7 gíra DCT sjálfskipting;AWD;5/7;881
Tivoli;;;;;;;;;;;;
;SsangYong;Tivoli;DLX;3.490.000;I4 1,6 l turbo dísil;115;4,5;;6 gíra beinskipting;AWD;5;906
;SsangYong;Tivoli;DLX automatic;4.290.000;I4 1,6 l turbo dísil;115;5,9;;6 gíra sjálfskipting;AWD;5;907
;SsangYong;Tivoli;HLX automatic;4.540.000;I4 1,6 l turbo dísil;115;5,9;;6 gíra sjálfskipting;AWD;5;908
Tivoli XLV;;;;;;;;;;;;
;SsangYong;Tivoli XLV;DLX;3.990.000;I4 1,6 l turbo dísil;115;5,1;;6 gíra beinskipting;AWD;5;909
;SsangYong;Tivoli XLV;DLX automatic;4.690.000;I4 1,6 l turbo dísil;115;6,3;;6 gíra sjálfskipting;AWD;5;910
;SsangYong;Tivoli XLV;HLX automatic;4.990.000;I4 1,6 l turbo dísil;115;6,3;;6 gíra sjálfskipting;AWD;5;911
Korando;;;;;;;;;;;;
;SsangYong;Korando;DLX;4.290.000;I4 2,2 l turbo dísil;178;5,8;;6 gíra beinskipting;AWD;5;900
;SsangYong;Korando;DLX automatic;4.990.000;I4 2,2 l turbo dísil;178;6,9;;6 gíra sjálfskipting;AWD;5;901
;SsangYong;Korando;HLX automatic;5.390.000;I4 2,2 l turbo dísil;178;6,9;;6 gíra sjálfskipting;AWD;5;902
Rexton;;;;;;;;;;;;
;SsangYong;Rexton;DLX;8.990.000;I4 2,2 l turbo dísil;181;8,3;;7 gíra sjálfskipting;AWD;7;904
;SsangYong;Rexton;HLX;990.000;I4 2,2 l turbo dísil;181;8,3;;7 gíra sjálfskipting;AWD;7;905
;SsangYong;Rexton;LX;7.490.000;I4 2,2 l turbo dísil;181;7,9;;6 gíra beinskipting;AWD;7;903
XV;;;;;;;;;;;;
;Subaru;XV;Lux;5.990.000;B4 1,6 l bensín;180;8,0;;1 gíra CVT sjálfskipting;AWD;5;918
;Subaru;XV;Premium;5.490.000;B4 1,6 l bensín;180;8,0;;1 gíra CVT sjálfskipting;AWD;5;917
XV e-Boxer;;;;;;;;;;;;
;Subaru;XV e-Boxer;Lux;7.290.000;B4 2,0 l hybrid bensín;180;7,9;;1 gíra CVT sjálfskipting;AWD;5;920
;Subaru;XV e-Boxer;Premium;6.390.000;B4 2,0 l hybrid bensín;180;7,9;;1 gíra CVT sjálfskipting;AWD;5;919
Outback;;;;;;;;;;;;
;Subaru;Outback;Lux;7.790.000;B4 2,5 l bensín;175;8,6;;1 gíra CVT sjálfskipting;AWD;5;916
;Subaru;Outback;Premium;6.990.000;B4 2,5 l bensín;175;8,6;;1 gíra CVT sjálfskipting;AWD;5;915
Forester e-Boxer;;;;;;;;;;;;
;Subaru;Forester e-Boxer;Lux;8.190.000;B4 2,0 l hybrid bensín;150;8,1;;1 gíra CVT sjálfskipting;AWD;5;913
;Subaru;Forester e-Boxer;Lux+;8.690.000;B4 2,0 l hybrid bensín;150;8,1;;1 gíra CVT sjálfskipting;AWD;5;914
;Subaru;Forester e-Boxer;Premium;7.790.000;B4 2,0 l hybrid bensín;150;8,1;;1 gíra CVT sjálfskipting;AWD;5;912
Ignis;;;;;;;;;;;;
;Suzuki;Ignis;GL;3.080.000;I4 1,2 l bensín;90;5,0;;5 gíra beinskipting;AWD;4;924
;Suzuki;Ignis;GLX;3.250.000;I4 1,2 l bensín;90;5,0;;5 gíra beinskipting;AWD;4;925
Jimny;;;;;;;;;;;;
;Suzuki;Jimny;GL;4.290.000;I4 1,5 l bensín;102;6,8;;5 gíra beinskipting;AWD;4;927
;Suzuki;Jimny;GL automatic;4.730.000;I4 1,5 l bensín;102;7,5;;4 gíra sjálfskiptur;AWD;4;928
;Suzuki;Jimny;GLX;4.670.000;I4 1,5 l bensín;102;6,8;;5 gíra beinskipting;AWD;4;929
;Suzuki;Jimny;GLX automatic;5.090.000;I4 1,5 l bensín;102;7,5;;4 gíra sjálfskiptur;AWD;4;930
S-Cross;;;;;;;;;;;;
;Suzuki;S-Cross;GL 1,0;5.090.000;I3 1,0 l turbo bensín;112;5,6;;5 gíra beinskipting;AWD;5;931
;Suzuki;S-Cross;GL 1,0 automatic;5.490.000;I3 1,0 l turbo bensín;112;6,2;;6 gíra sjálfskipting;AWD;5;932
;Suzuki;S-Cross;GL 1,4;5.390.000;I4 1,4 l turbo bensín;140;7,3;;5 gíra beinskipting;AWD;5;935
;Suzuki;S-Cross;GL 1,4 automatic;5.790.000;I4 1,4 l turbo bensín;140;7,5;;6 gíra sjálfskipting;AWD;5;936
;Suzuki;S-Cross;GLX 1,0;5.480.000;I3 1,0 l turbo bensín;112;5,6;;5 gíra beinskipting;AWD;5;933
;Suzuki;S-Cross;GLX 1,0 automatic;5.860.000;I3 1,0 l turbo bensín;112;6,2;;6 gíra sjálfskipting;AWD;5;934
;Suzuki;S-Cross;GLX 1,4 automatic;6.340.000;I4 1,4 l turbo bensín;140;7,5;;6 gíra sjálfskipting;AWD;5;937
Swift;;;;;;;;;;;;
;Suzuki;Swift;GL 1,2 Dualjet;2.830.000;I4 1,2 l bensín;90;4,6;;5 gíra beinskipting;FWD;5;938
;Suzuki;Swift;GL 1,2 Dualjet 4x4;3.360.000;I4 1,2 l bensín;90;4,9;;5 gíra beinskipting;AWD;5;940
;Suzuki;Swift;GL 1,2 Dualjet automatic;3.150.000;I4 1,2 l bensín;90;4,8;;1 gíra CVT sjálfskipting;FWD;5;939
Vitara;;;;;;;;;;;;
;Suzuki;Vitara;GL+;5.240.000;I4 1,4 l turbo bensín;140;6,1;;6 gíra beinskipting;AWD;5;944
;Suzuki;Vitara;GL+ automatic;5.640.000;I4 1,4 l turbo bensín;140;6,3;;6 gíra sjálfskipting;AWD;5;945
;Suzuki;Vitara;GLX;5.790.000;I4 1,4 l turbo bensín;140;6,1;;6 gíra beinskipting;AWD;5;946
;Suzuki;Vitara;GLX automatic;6.190.000;I4 1,4 l turbo bensín;140;6,3;;6 gíra sjálfskipting;AWD;5;947
Ignis mild hybrid;;;;;;;;;;;;
;Suzuki;Ignis mild hybrid;GLX;3.290.000;I4 1,2 l mild hybrid bensín;90;4,7;;5 gíra beinskipting;AWD;4;926
Baleno;;;;;;;;;;;;
;Suzuki;Baleno;GLX 1,0 Boosterjet;3.170.000;I3 1,0 l turbo bensín;112;4,5;;5 gíra beinskipting;FWD;5;922
;Suzuki;Baleno;GLX 1,2 Dualjet;2.940.000;I4 1,2 l bensín;90;4,2;;5 gíra beinskipting;FWD;5;921
