;Framleiðandi;Gerð;Undirgerð;Verð;Vél;Hö;l/100 km;KM á rafmagni;Gírskipting;Drif;Sæti;
;Kia;Optima plug-in hybrid sportswagon;EX;5.450.777;I4 2,0 l bensín + 11 kWh rafhlaða, rafmótor;205;1,5;64;6 gíra sjálfskipting;FWD;5;340
ProCeed GT;;;;;;;;;;;;
;Kia;ProCeed GT;GT;6.140.777;I4 1,6 l turbo bensín;204;6,2;;7 gíra DCT sjálfskipting;FWD;5;349
Stinger GT;;;;;;;;;;;;
;Kia;Stinger GT;GT;11.770.777;V6 3,3 l twin turbo bensín;370;10,6;;8 gíra sjálfskipting;AWD;5;364
ProCeed;;;;;;;;;;;;
;Kia;ProCeed;GT Line;5.440.777;I4 1,4 l turbo bensín;140;5,7;;7 gíra DCT sjálfskipting;FWD;5;348
Sportage MHEV;;;;;;;;;;;;
;Kia;Sportage MHEV;GT Line 4WD;7.490.000;I4 2,0 l mild hybrid bensín;184;5,7;;8 gíra sjálfskipting;AWD;5;363
Niro plug-in hybrid;;;;;;;;;;;;
;Kia;Niro plug-in hybrid;Luxury;5.790.777;I4 1,6 l bensín + 9 kWh rafhlaða, rafmótor;141;1,3;58;6 gíra DCT sjálfskipting;FWD;5;337
;Kia;Niro plug-in hybrid;Style;5.490.777;I4 1,6 l bensín + 9 kWh rafhlaða, rafmótor;141;1,3;58;6 gíra DCT sjálfskipting;FWD;5;336
;Kia;Niro plug-in hybrid;Urban;5.090.777;I4 1,6 l bensín + 9 kWh rafhlaða, rafmótor;141;1,3;58;6 gíra DCT sjálfskipting;FWD;5;335
Optima sportswagon;;;;;;;;;;;;
;Kia;Optima sportswagon;Luxury;6.330.777;I4 1,6 l turbo bensín;136;4,7;;7 gíra DCT sjálfskipting;FWD;5;342
Sorento;;;;;;;;;;;;
;Kia;Sorento;Luxury;8.790.777;I4 2,2 l turbo dísil;200;6,5;;8 gíra sjálfskipting;AWD;5;356
;Kia;Sorento;Luxury 7 seater;8.690.777;I4 2,2 l turbo dísil;200;6,5;;8 gíra sjálfskipting;AWD;7;357
;Kia;Sorento;Style;8.390.777;I4 2,2 l turbo dísil;200;6,2;;8 gíra sjálfskipting;AWD;5;354
;Kia;Sorento;Style 7 seater;8.560.777;I4 2,2 l turbo dísil;200;6,2;;8 gíra sjálfskipting;AWD;7;355
Sportage;;;;;;;;;;;;
;Kia;Sportage;Luxury 4WD;7.150.777;I4 1,6 l turbo dísil;133;5,1;;7 gíra DCT sjálfskipting;AWD;5;362
;Kia;Sportage;Style 4WD;6.650.777;I4 1,6 l turbo dísil;133;5,1;;7 gíra DCT sjálfskipting;AWD;5;362
;Kia;Sportage;Urban;5.450.777;I4 1,6 l turbo dísil;133;4,7;;7 gíra DCT sjálfskipting;FWD;5;359
;Kia;Sportage;Urban 4WD;6.250.777;I4 1,6 l turbo dísil;133;5,1;;7 gíra DCT sjálfskipting;AWD;5;360
;Kia;Sportage;Urban Plus 4WD;6.390.777;I4 1,6 l turbo dísil;133;5,1;;7 gíra DCT sjálfskipting;AWD;5;361
Stonic;;;;;;;;;;;;
;Kia;Stonic;Luxury automatic;4.490.777;I3 1,0 l turbo bensín;120;5,2;;7 gíra DCT sjálfskipting;FWD;5;368
;Kia;Stonic;Style automatic;4.190.777;I3 1,0 l turbo bensín;120;5,2;;7 gíra DCT sjálfskipting;FWD;5;367
;Kia;Stonic;Urban;3.790.777;I3 1,0 l turbo bensín;120;5,0;;6 gíra beinskipting;FWD;5;365
;Kia;Stonic;Urban automatic;3.990.777;I3 1,0 l turbo bensín;120;5,2;;7 gíra DCT sjálfskipting;FWD;5;366
Ceed plug-in sportswagon;;;;;;;;;;;;
;Kia;Ceed plug-in sportswagon;Style;5.090.777;I4 1,6 l bensín + 9 kWh rafhlaða, rafmótor;141;1,4;60;6 gíra DCT sjálfskipting;FWD;5;325
;Kia;Ceed plug-in sportswagon;Urban;4.690.777;I4 1,6 l bensín + 9 kWh rafhlaða, rafmótor;141;1,4;60;6 gíra DCT sjálfskipting;FWD;5;324
Niro;;;;;;;;;;;;
;Kia;Niro;Style;5.090.777;I4 1,6 l hybrid bensín;141;3,8;;6 gíra DCT sjálfskipting;FWD;5;334
;Kia;Niro;Urban;4.690.777;I4 1,6 l hybrid bensín;141;3,8;;6 gíra DCT sjálfskipting;FWD;5;333
XCeed plug-in;;;;;;;;;;;;
;Kia;XCeed plug-in;Style;5.190.777;I4 1,6 l bensín + 9 kWh rafhlaða, rafmótor;141;1,4;58;6 gíra DCT sjálfskipting;FWD;5;373
;Kia;XCeed plug-in;Urban;4.790.777;I4 1,6 l bensín + 9 kWh rafhlaða, rafmótor;141;1,4;58;6 gíra DCT sjálfskipting;FWD;5;372
XCeed;;;;;;;;;;;;
;Kia;XCeed;Style 1,4;5.490.777;I4 1,4 l turbo bensín;140;5,7;;7 gíra DCT sjálfskipting;FWD;5;371
;Kia;XCeed;Urban 1,0;4.290.777;I3 1,0 l turbo bensín;120;5,4;;6 gíra beinskipting;FWD;5;369
;Kia;XCeed;Urban 1,4;4.790.777;I4 1,4 l turbo bensín;140;5,7;;7 gíra DCT sjálfskipting;FWD;5;370
e-Soul;;;;;;;;;;;;
;Kia;e-Soul;Style 64 kWh;6.290.777;64 kWh rafhlaða, rafmótor;204;;452;1 gíra sjálfskipting;FWD;5;332
;Kia;e-Soul;Urban 39 kWh;5.490.777;39 kWh rafhlaða, rafmótor;136;;277;1 gíra sjálfskipting;FWD;5;331
e-Niro;;;;;;;;;;;;
;Kia;e-Niro;Style 64 kWh;6.390.777;64 kWh rafhlaða, rafmótor;204;;455;1 gíra sjálfskipting;FWD;5;330
;Kia;e-Niro;Urban 39 kWh;5.590.777;39 kWh rafhlaða, rafmótor;136;;289;1 gíra sjálfskipting;FWD;5;328
;Kia;e-Niro;Urban 64 kWh;6.090.777;64 kWh rafhlaða, rafmótor;204;;455;1 gíra sjálfskipting;FWD;5;329
Range Rover PHEV long wheelbase;;;;;;;;;;;;
;Land Rover;Range Rover PHEV long wheelbase;Autobiography;20.690.000;I4 2,0 l turbo petrol + 13 kWh rafhlaða, rafmótor;404;3,2;40;8 gíra sjálfskipting;AWD;5;471
;Land Rover;Range Rover PHEV long wheelbase;SV Autobiography;31.990.000;I4 2,0 l turbo petrol + 13 kWh rafhlaða, rafmótor;404;3,2;40;8 gíra sjálfskipting;AWD;5;472
;Land Rover;Range Rover PHEV long wheelbase;Vogue;23.390.000;I4 2,0 l turbo petrol + 13 kWh rafhlaða, rafmótor;404;3,2;40;8 gíra sjálfskipting;AWD;5;470
Range Rover PHEV;;;;;;;;;;;;
;Land Rover;Range Rover PHEV;Autobiography;22.490.000;I4 2,0 l turbo petrol + 12 kWh rafhlaða, rafmótor;404;3,1;40;8 gíra sjálfskipting;AWD;5;469
;Land Rover;Range Rover PHEV;Vogue;19.690.000;I4 2,0 l turbo petrol + 12 kWh rafhlaða, rafmótor;404;3,1;40;8 gíra sjálfskipting;AWD;5;468
Range Rover Sport PHEV;;;;;;;;;;;;
;Land Rover;Range Rover Sport PHEV;Autobiography Dynamic;17.390.000;I4 2,0 l bensín + 13 kWh rafhlaða, rafmótor;404;3,2;51;8 gíra sjálfskipting;AWD;5;491
;Land Rover;Range Rover Sport PHEV;HSE;14.990.000;I4 2,0 l bensín + 13 kWh rafhlaða, rafmótor;404;3,2;51;8 gíra sjálfskipting;AWD;5;489
;Land Rover;Range Rover Sport PHEV;HSE Dynamic;15.590.000;I4 2,0 l bensín + 13 kWh rafhlaða, rafmótor;404;3,2;51;8 gíra sjálfskipting;AWD;5;490
;Land Rover;Range Rover Sport PHEV;SE;14.390.000;I4 2,0 l bensín + 13 kWh rafhlaða, rafmótor;404;3,2;51;8 gíra sjálfskipting;AWD;5;488
Range Rover Sport;;;;;;;;;;;;
;Land Rover;Range Rover Sport;Autobiography Dynamic SDV6;20.290.000;V6 3,0 l twin turbo dísil;306;7,5;;8 gíra sjálfskipting;AWD;5/7;485
;Land Rover;Range Rover Sport;Autobiography Dynamic SDV8;23.290.000;V8 4,4 l twin turbo bensín;339;9,3;;8 gíra sjálfskipting;AWD;5/7;486
;Land Rover;Range Rover Sport;Autobiography Dynamic SiV8;26.390.000;V8 5,0 l supercharged bensín;525;13,3;;8 gíra sjálfskipting;AWD;5/7;487
;Land Rover;Range Rover Sport;HSE Dynamic SDV6;17.990.000;V6 3,0 l twin turbo dísil;306;7,5;;8 gíra sjálfskipting;AWD;5/7;482
;Land Rover;Range Rover Sport;HSE Dynamic SDV8;21.090.000;V8 4,4 l twin turbo bensín;339;9,3;;8 gíra sjálfskipting;AWD;5/7;483
;Land Rover;Range Rover Sport;HSE Dynamic SiV8;23.290.000;V8 5,0 l supercharged bensín;525;13,3;;8 gíra sjálfskipting;AWD;5/7;484
;Land Rover;Range Rover Sport;HSE Dynamic TDV6;16.890.000;V6 3,0 l turbo dísil;249;7,5;;8 gíra sjálfskipting;AWD;5/7;481
;Land Rover;Range Rover Sport;HSE SDV6;17.490.000;V6 3,0 l twin turbo dísil;306;7,5;;8 gíra sjálfskipting;AWD;5/7;479
;Land Rover;Range Rover Sport;HSE Si4;17.890.000;I4 2,0 l turbo bensín;300;9,6;;8 gíra sjálfskipting;AWD;5/7;480
;Land Rover;Range Rover Sport;HSE TDV6;16.290.000;V6 3,0 l turbo dísil;249;7,5;;8 gíra sjálfskipting;AWD;5/7;478
;Land Rover;Range Rover Sport;S Si4;15.690.000;I4 2,0 l turbo bensín;300;9,6;;8 gíra sjálfskipting;AWD;5/7;474
;Land Rover;Range Rover Sport;S TDV6;14.690.000;V6 3,0 l turbo dísil;249;7,5;;8 gíra sjálfskipting;AWD;5;473
;Land Rover;Range Rover Sport;SE SDV6;16.390.000;V6 3,0 l twin turbo dísil;306;7,5;;8 gíra sjálfskipting;AWD;5/7;476
;Land Rover;Range Rover Sport;SE Si4;16.690.000;I4 2,0 l turbo bensín;300;9,6;;8 gíra sjálfskipting;AWD;5/7;477
;Land Rover;Range Rover Sport;SE TDV6;15.190.000;V6 3,0 l turbo dísil;249;7,5;;8 gíra sjálfskipting;AWD;5/7;475
Range Rover;;;;;;;;;;;;
;Land Rover;Range Rover;Autobiography SDV6;25.990.000;V6 3,0 l turbo dísil;275;7,6;;8 gíra sjálfskipting;AWD;5;413
;Land Rover;Range Rover;Autobiography SDV8;31.090.000;V8 4,4 l turbo dísil;339;9,3;;8 gíra sjálfskipting;AWD;5;414
;Land Rover;Range Rover;Autobiography SPV8;33.490.000;V8 5,0 l supercharged bensín;525;13,3;;8 gíra sjálfskipting;AWD;5;415
;Land Rover;Range Rover;HSE SDV6;21.190.000;V6 3,0 l turbo dísil;275;7,6;;8 gíra sjálfskipting;AWD;5;409
;Land Rover;Range Rover;SV Autobiography Dynamic SPV8;41.790.000;V8 5,0 l supercharged bensín;565;13,5;;8 gíra sjálfskipting;AWD;5;416
;Land Rover;Range Rover;Vogue SDV6;22.390.000;V6 3,0 l turbo dísil;275;7,6;;8 gíra sjálfskipting;AWD;5;410
;Land Rover;Range Rover;Vogue SDV8;27.090.000;V8 4,4 l turbo dísil;339;9,3;;8 gíra sjálfskipting;AWD;5;411
;Land Rover;Range Rover;Vogue SPV8;29.390.000;V8 5,0 l supercharged bensín;525;13,3;;8 gíra sjálfskipting;AWD;5;412
Range Rover Velar;;;;;;;;;;;;
;Land Rover;Range Rover Velar;Base D180;10.990.000;I4 2,0 l turbo dísil;180;5,4;;8 gíra sjálfskipting;AWD;5;493
;Land Rover;Range Rover Velar;HSE D180;14.190.000;I4 2,0 l turbo dísil;180;5,4;;8 gíra sjálfskipting;AWD;5;504
;Land Rover;Range Rover Velar;HSE D240;15.890.000;I4 2,0 l turbo dísil;240;5,8;;8 gíra sjálfskipting;AWD;5;505
;Land Rover;Range Rover Velar;HSE D300;16.690.000;V6 3,0 l turbo dísil;300;6,4;;8 gíra sjálfskipting;AWD;5;506
;Land Rover;Range Rover Velar;HSE P250;15.090.000;I4 2,0 l turbo bensín;250;7,6;;8 gíra sjálfskipting;AWD;5;507
;Land Rover;Range Rover Velar;HSE P300;16.290.000;I4 2,0 l turbo bensín;300;7,8;;8 gíra sjálfskipting;AWD;5;508
;Land Rover;Range Rover Velar;R-Dynamic Base D180;11.690.000;I4 2,0 l turbo dísil;180;5,4;;8 gíra sjálfskipting;AWD;5;509
;Land Rover;Range Rover Velar;R-Dynamic HSE D180;14.790.000;I4 2,0 l turbo dísil;180;5,4;;8 gíra sjálfskipting;AWD;5;520
;Land Rover;Range Rover Velar;R-Dynamic HSE D240;16.590.000;I4 2,0 l turbo dísil;240;5,8;;8 gíra sjálfskipting;AWD;5;521
;Land Rover;Range Rover Velar;R-Dynamic HSE D300;17.290.000;V6 3,0 l turbo dísil;300;6,4;;8 gíra sjálfskipting;AWD;5;522
;Land Rover;Range Rover Velar;R-Dynamic HSE P250;15.690.000;I4 2,0 l turbo bensín;250;7,6;;8 gíra sjálfskipting;AWD;5;523
;Land Rover;Range Rover Velar;R-Dynamic HSE P300;16.990.000;I4 2,0 l turbo bensín;300;7,8;;8 gíra sjálfskipting;AWD;5;524
;Land Rover;Range Rover Velar;R-Dynamic S D180;12.690.000;I4 2,0 l turbo dísil;180;5,4;;8 gíra sjálfskipting;AWD;5;510
;Land Rover;Range Rover Velar;R-Dynamic S D240;14.390.000;I4 2,0 l turbo dísil;240;5,8;;8 gíra sjálfskipting;AWD;5;511
;Land Rover;Range Rover Velar;R-Dynamic S D300;15.290.000;V6 3,0 l turbo dísil;300;6,4;;8 gíra sjálfskipting;AWD;5;512
;Land Rover;Range Rover Velar;R-Dynamic S P250;13.490.000;I4 2,0 l turbo bensín;250;7,6;;8 gíra sjálfskipting;AWD;5;513
;Land Rover;Range Rover Velar;R-Dynamic S P300;14.690.000;I4 2,0 l turbo bensín;300;7,8;;8 gíra sjálfskipting;AWD;5;514
;Land Rover;Range Rover Velar;R-Dynamic SE D180;13.390.000;I4 2,0 l turbo dísil;180;5,4;;8 gíra sjálfskipting;AWD;5;515
;Land Rover;Range Rover Velar;R-Dynamic SE D240;15.090.000;I4 2,0 l turbo dísil;240;5,8;;8 gíra sjálfskipting;AWD;5;516
;Land Rover;Range Rover Velar;R-Dynamic SE D300;15.990.000;V6 3,0 l turbo dísil;300;6,4;;8 gíra sjálfskipting;AWD;5;517
;Land Rover;Range Rover Velar;R-Dynamic SE P250;14.190.000;I4 2,0 l turbo bensín;250;7,6;;8 gíra sjálfskipting;AWD;5;518
;Land Rover;Range Rover Velar;R-Dynamic SE P300;15.390.000;I4 2,0 l turbo bensín;300;7,8;;8 gíra sjálfskipting;AWD;5;519
;Land Rover;Range Rover Velar;S D180;12.090.000;I4 2,0 l turbo dísil;180;5,4;;8 gíra sjálfskipting;AWD;5;494
;Land Rover;Range Rover Velar;S D240;13.690.000;I4 2,0 l turbo dísil;240;5,8;;8 gíra sjálfskipting;AWD;5;495
;Land Rover;Range Rover Velar;S D300;14.690.000;V6 3,0 l turbo dísil;300;6,4;;8 gíra sjálfskipting;AWD;5;496
;Land Rover;Range Rover Velar;S P250;12.890.000;I4 2,0 l turbo bensín;250;7,6;;8 gíra sjálfskipting;AWD;5;497
;Land Rover;Range Rover Velar;S P300;10.090.000;I4 2,0 l turbo bensín;300;7,8;;8 gíra sjálfskipting;AWD;5;498
;Land Rover;Range Rover Velar;SE D180;12.790.000;I4 2,0 l turbo dísil;180;5,4;;8 gíra sjálfskipting;AWD;5;499
;Land Rover;Range Rover Velar;SE D240;14.390.000;I4 2,0 l turbo dísil;240;5,8;;8 gíra sjálfskipting;AWD;5;500
;Land Rover;Range Rover Velar;SE D300;15.390.000;V6 3,0 l turbo dísil;300;6,4;;8 gíra sjálfskipting;AWD;5;501
;Land Rover;Range Rover Velar;SE P250;13.590.000;I4 2,0 l turbo bensín;250;7,6;;8 gíra sjálfskipting;AWD;5;502
;Land Rover;Range Rover Velar;SE P300;14.790.000;I4 2,0 l turbo bensín;300;7,8;;8 gíra sjálfskipting;AWD;5;503
Defender 110;;;;;;;;;;;;
;Land Rover;Defender 110;Base D240;12.790.000;I4 2,0 l turbo bensín;240;8,9;;8 gíra sjálfskipting;AWD;7;
;Land Rover;Defender 110;First Edition D240;15.990.000;I4 2,0 l turbo bensín;240;8,9;;8 gíra sjálfskipting;AWD;7;
;Land Rover;Defender 110;HSE D240;16.190.000;I4 2,0 l turbo bensín;240;8,9;;8 gíra sjálfskipting;AWD;7;
;Land Rover;Defender 110;S D240;13.890.000;I4 2,0 l turbo bensín;240;8,9;;8 gíra sjálfskipting;AWD;7;
;Land Rover;Defender 110;SE D240;14.890.000;I4 2,0 l turbo bensín;240;8,9;;8 gíra sjálfskipting;AWD;7;
Defender 110 MHEV;;;;;;;;;;;;
;Land Rover;Defender 110 MHEV;Base P400;15.690.000;I6 3,0 l twin turbo mild hybrid bensín;400;11,2;;8 gíra sjálfskipting;AWD;7;
;Land Rover;Defender 110 MHEV;First Edition P400;18.790.000;I6 3,0 l twin turbo mild hybrid bensín;400;11,2;;8 gíra sjálfskipting;AWD;7;
;Land Rover;Defender 110 MHEV;HSE P400;18.890.000;I6 3,0 l twin turbo mild hybrid bensín;400;11,2;;8 gíra sjálfskipting;AWD;7;
;Land Rover;Defender 110 MHEV;S P400;16.490.000;I6 3,0 l twin turbo mild hybrid bensín;400;11,2;;8 gíra sjálfskipting;AWD;7;
;Land Rover;Defender 110 MHEV;SE P400;17.490.000;I6 3,0 l twin turbo mild hybrid bensín;400;11,2;;8 gíra sjálfskipting;AWD;7;
;Land Rover;Defender 110 MHEV;X P400;22.190.000;I6 3,0 l twin turbo mild hybrid bensín;400;11,2;;8 gíra sjálfskipting;AWD;7;
Discovery;;;;;;;;;;;;
;Land Rover;Discovery;HSE 2,0 diesel;15.090.000;I4 2,0 l twin turbo dísil;240;7,4;;8 gíra sjálfskipting;AWD;7;379
;Land Rover;Discovery;HSE 2,0 petrol;15.590.000;I4 2,0 l turbo bensín;300;9,6;;8 gíra sjálfskipting;AWD;7;381
;Land Rover;Discovery;HSE 3,0 diesel;16.390.000;V6 3,0 l twin turbo dísil;306;7,5;;8 gíra sjálfskipting;AWD;7;380
;Land Rover;Discovery;HSE Luxury 2,0 diesel;16.790.000;I4 2,0 l twin turbo dísil;240;7,4;;8 gíra sjálfskipting;AWD;7;382
;Land Rover;Discovery;HSE Luxury 2,0 petrol;17.290.000;I4 2,0 l turbo bensín;300;9,6;;8 gíra sjálfskipting;AWD;7;384
;Land Rover;Discovery;HSE Luxury 3,0 diesel;17.990.000;V6 3,0 l twin turbo dísil;306;7,5;;8 gíra sjálfskipting;AWD;7;383
;Land Rover;Discovery;S 2,0 diesel;11.690.000;I4 2,0 l twin turbo dísil;240;7,4;;8 gíra sjálfskipting;AWD;5/7;374
;Land Rover;Discovery;S 2,0 petrol;12.390.000;I4 2,0 l turbo bensín;300;9,6;;8 gíra sjálfskipting;AWD;6/7;375
;Land Rover;Discovery;SE 2,0 diesel;13.390.000;I4 2,0 l twin turbo dísil;240;7,4;;8 gíra sjálfskipting;AWD;7;376
;Land Rover;Discovery;SE 2,0 petrol;12.990.000;I4 2,0 l turbo bensín;300;9,6;;8 gíra sjálfskipting;AWD;7;378
;Land Rover;Discovery;SE 3,0 diesel;14.290.000;V6 3,0 l twin turbo dísil;306;7,5;;8 gíra sjálfskipting;AWD;7;377
Discovery Sport MHEV;;;;;;;;;;;;
;Land Rover;Discovery Sport MHEV;HSE 7 seater D150;9.690.000;I4 2,0 l turbo mild hybrid dísil;150;5,6;;8 gíra sjálfskipting;AWD;7;406
;Land Rover;Discovery Sport MHEV;HSE 7 seater D180;10.090.000;I4 2,0 l turbo mild hybrid dísil;180;5,7;;8 gíra sjálfskipting;AWD;7;407
;Land Rover;Discovery Sport MHEV;HSE 7 seater P200;10.690.000;I4 2,0 l twin turbo mild hybrid bensín;200;7,9;;8 gíra sjálfskipting;AWD;7;408
;Land Rover;Discovery Sport MHEV;HSE D150;10.390.000;I4 2,0 l turbo mild hybrid dísil;150;5,5;;8 gíra sjálfskipting;AWD;5;394
;Land Rover;Discovery Sport MHEV;HSE D180;10.890.000;I4 2,0 l turbo mild hybrid dísil;180;5,5;;8 gíra sjálfskipting;AWD;5;395
;Land Rover;Discovery Sport MHEV;HSE P200;11.590.000;I4 2,0 l twin turbo mild hybrid bensín;200;7,8;;8 gíra sjálfskipting;AWD;5;396
;Land Rover;Discovery Sport MHEV;S 7 seater D150;8.090.000;I4 2,0 l turbo mild hybrid dísil;150;5,6;;8 gíra sjálfskipting;AWD;7;400
;Land Rover;Discovery Sport MHEV;S 7 seater D180;8.490.000;I4 2,0 l turbo mild hybrid dísil;180;5,7;;8 gíra sjálfskipting;AWD;7;401
;Land Rover;Discovery Sport MHEV;S 7 seater P200;4.990.000;I4 2,0 l twin turbo mild hybrid bensín;200;7,9;;8 gíra sjálfskipting;AWD;7;402
;Land Rover;Discovery Sport MHEV;S D150;8.590.000;I4 2,0 l turbo mild hybrid dísil;150;5,5;;8 gíra sjálfskipting;AWD;5;388
;Land Rover;Discovery Sport MHEV;S D180;9.190.000;I4 2,0 l turbo mild hybrid dísil;180;5,5;;8 gíra sjálfskipting;AWD;5;389
;Land Rover;Discovery Sport MHEV;S P200;9.690.000;I4 2,0 l twin turbo mild hybrid bensín;200;7,8;;8 gíra sjálfskipting;AWD;5;390
;Land Rover;Discovery Sport MHEV;SE 7 seater D150;8.790.000;I4 2,0 l turbo mild hybrid dísil;150;5,6;;8 gíra sjálfskipting;AWD;7;403
;Land Rover;Discovery Sport MHEV;SE 7 seater D180;9.190.000;I4 2,0 l turbo mild hybrid dísil;180;5,7;;8 gíra sjálfskipting;AWD;7;404
;Land Rover;Discovery Sport MHEV;SE 7 seater P200;9.690.000;I4 2,0 l twin turbo mild hybrid bensín;200;7,9;;8 gíra sjálfskipting;AWD;7;405
;Land Rover;Discovery Sport MHEV;SE D150;9.390.000;I4 2,0 l turbo mild hybrid dísil;150;5,5;;8 gíra sjálfskipting;AWD;5;391
;Land Rover;Discovery Sport MHEV;SE D180;9.890.000;I4 2,0 l turbo mild hybrid dísil;180;5,5;;8 gíra sjálfskipting;AWD;5;392
;Land Rover;Discovery Sport MHEV;SE P200;10.490.000;I4 2,0 l twin turbo mild hybrid bensín;200;7,8;;8 gíra sjálfskipting;AWD;5;393
;Land Rover;Discovery Sport MHEV;Standard 7 seater D150;7.190.000;I4 2,0 l turbo mild hybrid dísil;150;5,6;;8 gíra sjálfskipting;AWD;7;397
;Land Rover;Discovery Sport MHEV;Standard 7 seater D180;7.590.000;I4 2,0 l turbo mild hybrid dísil;180;5,7;;8 gíra sjálfskipting;AWD;7;398
;Land Rover;Discovery Sport MHEV;Standard 7 seater P200;7.990.000;I4 2,0 l twin turbo mild hybrid bensín;200;7,9;;8 gíra sjálfskipting;AWD;7;399
;Land Rover;Discovery Sport MHEV;Standard D150;7.590.000;I4 2,0 l turbo mild hybrid dísil;150;5,5;;8 gíra sjálfskipting;AWD;5;385
;Land Rover;Discovery Sport MHEV;Standard D180;8.190.000;I4 2,0 l turbo mild hybrid dísil;180;5,5;;8 gíra sjálfskipting;AWD;5;386
;Land Rover;Discovery Sport MHEV;Standard P200;8.590.000;I4 2,0 l twin turbo mild hybrid bensín;200;7,8;;8 gíra sjálfskipting;AWD;5;387
Range Rover Evoque;;;;;;;;;;;;
;Land Rover;Range Rover Evoque;HSE D150;9.590.000;I4 2,0 l turbo mild hybrid dísil;150;7,3;;9 gíra sjálfskipting;AWD;5;435
;Land Rover;Range Rover Evoque;HSE D180;10.090.000;I4 2,0 l turbo mild hybrid dísil;180;7,3;;9 gíra sjálfskipting;AWD;5;436
;Land Rover;Range Rover Evoque;HSE D240;10.690.000;I4 2,0 l turbo mild hybrid dísil;240;7,5;;9 gíra sjálfskipting;AWD;5;437
;Land Rover;Range Rover Evoque;HSE P200;10.490.000;I4 2,0 l twin turbo mild hybrid bensín;200;9,8;;9 gíra sjálfskipting;AWD;5;438
;Land Rover;Range Rover Evoque;HSE P250;11.390.000;I4 2,0 l twin turbo mild hybrid bensín;250;9,8;;9 gíra sjálfskipting;AWD;5;439
;Land Rover;Range Rover Evoque;HSE P300;12.490.000;I4 2,0 l twin turbo mild hybrid bensín;300;9,8;;9 gíra sjálfskipting;AWD;5;440
;Land Rover;Range Rover Evoque;R-Dynamic D150;7.390.000;I4 2,0 l turbo mild hybrid dísil;150;7,3;;9 gíra sjálfskipting;AWD;5;441
;Land Rover;Range Rover Evoque;R-Dynamic D180;7.790.000;I4 2,0 l turbo mild hybrid dísil;180;7,3;;9 gíra sjálfskipting;AWD;5;442
;Land Rover;Range Rover Evoque;R-Dynamic D240;8.490.000;I4 2,0 l turbo mild hybrid dísil;240;7,5;;9 gíra sjálfskipting;AWD;5;443
;Land Rover;Range Rover Evoque;R-Dynamic HSE D150;9.990.000;I4 2,0 l turbo mild hybrid dísil;150;7,3;;9 gíra sjálfskipting;AWD;5;459
;Land Rover;Range Rover Evoque;R-Dynamic HSE D180;10.490.000;I4 2,0 l turbo mild hybrid dísil;180;7,3;;9 gíra sjálfskipting;AWD;5;460
;Land Rover;Range Rover Evoque;R-Dynamic HSE D240;11.090.000;I4 2,0 l turbo mild hybrid dísil;240;7,5;;9 gíra sjálfskipting;AWD;5;461
;Land Rover;Range Rover Evoque;R-Dynamic HSE P200;10.990.000;I4 2,0 l twin turbo mild hybrid bensín;200;9,8;;9 gíra sjálfskipting;AWD;5;462
;Land Rover;Range Rover Evoque;R-Dynamic HSE P250;11.790.000;I4 2,0 l twin turbo mild hybrid bensín;250;9,8;;9 gíra sjálfskipting;AWD;5;463
;Land Rover;Range Rover Evoque;R-Dynamic HSE P300;12.890.000;I4 2,0 l twin turbo mild hybrid bensín;300;9,8;;9 gíra sjálfskipting;AWD;5;464
;Land Rover;Range Rover Evoque;R-Dynamic P200;8.090.000;I4 2,0 l twin turbo mild hybrid bensín;200;9,8;;9 gíra sjálfskipting;AWD;5;444
;Land Rover;Range Rover Evoque;R-Dynamic P250;9.090.000;I4 2,0 l twin turbo mild hybrid bensín;250;9,8;;9 gíra sjálfskipting;AWD;5;445
;Land Rover;Range Rover Evoque;R-Dynamic P300;10.090.000;I4 2,0 l twin turbo mild hybrid bensín;300;9,8;;9 gíra sjálfskipting;AWD;5;446
;Land Rover;Range Rover Evoque;R-Dynamic S D150;8.290.000;I4 2,0 l turbo mild hybrid dísil;150;7,3;;9 gíra sjálfskipting;AWD;5;447
;Land Rover;Range Rover Evoque;R-Dynamic S D180;8.690.000;I4 2,0 l turbo mild hybrid dísil;180;7,3;;9 gíra sjálfskipting;AWD;5;448
;Land Rover;Range Rover Evoque;R-Dynamic S D240;9.290.000;I4 2,0 l turbo mild hybrid dísil;240;7,5;;9 gíra sjálfskipting;AWD;5;449
;Land Rover;Range Rover Evoque;R-Dynamic S P200;9.090.000;I4 2,0 l twin turbo mild hybrid bensín;200;9,8;;9 gíra sjálfskipting;AWD;5;450
;Land Rover;Range Rover Evoque;R-Dynamic S P250;9.890.000;I4 2,0 l twin turbo mild hybrid bensín;250;9,8;;9 gíra sjálfskipting;AWD;5;451
;Land Rover;Range Rover Evoque;R-Dynamic S P300;10.890.000;I4 2,0 l twin turbo mild hybrid bensín;300;9,8;;9 gíra sjálfskipting;AWD;5;452
;Land Rover;Range Rover Evoque;R-Dynamic SE D150;9.090.000;I4 2,0 l turbo mild hybrid dísil;150;7,3;;9 gíra sjálfskipting;AWD;5;453
;Land Rover;Range Rover Evoque;R-Dynamic SE D180;9.590.000;I4 2,0 l turbo mild hybrid dísil;180;7,3;;9 gíra sjálfskipting;AWD;5;454
